hit_id,worker_id,image_url,seen,prompt,type_test,emot0,emot1,emot2,pers0,pers1,pers2,phys0,phys1,phys2
39WSF6KUV2279SRQ6M5NZB6838QEO1,A2Y5XC6F1BYXS3,https://vignette.wikia.nocookie.net/marvel_dc/images/4/42/Flash_0001.jpg/revision/latest/scale-to-width-down/325?cb=20120215162610,TRUE,redbuck,redbuck,,,,quick,determined,committed,muscular,masked,red
3VCK0Q0PO5VQ0HCKX06VZX4ZJXBN09,A22DMI1VZNFU3N,https://vignette.wikia.nocookie.net/marvel_dc/images/9/95/Green_Lantern_Alan_Scott_0003.jpg/revision/latest/scale-to-width-down/317?cb=20100211183154,TRUE,minuted,minuted,safe,scared,,cool,powerful,serious,male,strong,green
3126F2F5F8KPUS3RLMI2OBBYDDMEPI,A2C1UPBEGUY9Y6,https://vignette.wikia.nocookie.net/marvel_dc/images/b/b6/Oracle_0001.jpg/revision/latest/scale-to-width-down/329?cb=20140726184158,FALSE,refuser,refuser,mysterious,scared,destructive,dauntless,possessed,determined,strong,handicapped,ginger
3126F2F5F8KPUS3RLMI2OBBYDDMEPI,AHJ6UEG2YC0Q3,https://vignette.wikia.nocookie.net/marvel_dc/images/b/b6/Oracle_0001.jpg/revision/latest/scale-to-width-down/329?cb=20140726184158,FALSE,refuser,refuser,angry,unhappy,,insecure,independent,violent,disabled,orange,pale
3Y3CZJSZ9KAAAMQDNDTOPC5012BR5M,A3RQWVGJ1E0LLY,https://vignette.wikia.nocookie.net/marvel_dc/images/3/36/Lois_Lane_A_Celebration_of_75_Years_Textless.jpg/revision/latest/scale-to-width-down/342?cb=20131127223735,FALSE,funders,funders,serious,,,skeptical,observant,smart,strong,fit,sharp
3Y3CZJSZ9KAAAMQDNDTOPC5012BR5M,A30VAVBAUXE301,https://vignette.wikia.nocookie.net/marvel_dc/images/3/36/Lois_Lane_A_Celebration_of_75_Years_Textless.jpg/revision/latest/scale-to-width-down/342?cb=20131127223735,FALSE,funders,funders,attentive,prepared,,reserved,smart,judgmental,tall,bookish,white
3GITHABACY2XWRFYCNA9ILXEGVVN2T,A2ZBF21EY9RUNX,https://vignette.wikia.nocookie.net/marvel_dc/images/5/56/Alfred_Pennyworth_0001.jpg/revision/latest/scale-to-width-down/330?cb=20100901201822,TRUE,additur,additur,,,,loyal,sad,heroic,fancy,old,caucasian
3GITHABACY2XWRFYCNA9ILXEGVVN2T,A2C1UPBEGUY9Y6,https://vignette.wikia.nocookie.net/marvel_dc/images/5/56/Alfred_Pennyworth_0001.jpg/revision/latest/scale-to-width-down/330?cb=20100901201822,FALSE,additur,additur,vengeful,evil,scared,sad,mourning,solemn,old,dark,black
388CL5C1RJ4BNHFVJVX1SXZR0JDHL3,A1P97PT7OUQHU4,https://vignette.wikia.nocookie.net/marvel_dc/images/0/0b/Hawkman_0003.jpg/revision/latest/scale-to-width-down/332?cb=20170109215704,FALSE,waggles,waggles,protective,scared,,strong,driven,,strong,,
388CL5C1RJ4BNHFVJVX1SXZR0JDHL3,A2Y5XC6F1BYXS3,https://vignette.wikia.nocookie.net/marvel_dc/images/0/0b/Hawkman_0003.jpg/revision/latest/scale-to-width-down/332?cb=20170109215704,FALSE,waggles,waggles,,,,angry,aggressive,violent,masked,armed,winged
3RIHDBQ1NEFVTZXGJ7YGSAEG0O3HM5,A22DMI1VZNFU3N,https://vignette.wikia.nocookie.net/marvel_dc/images/a/a2/Atom_Ray_Palmer_0006.jpg/revision/latest/scale-to-width-down/335?cb=20130512125524,FALSE,flacian,flacian,secure,happy,scared,confident,fearless,powerful,male,strong,quick
39O0SQZVJNOPXQ4WB68LNWJWS86R71,A2W264E55JO6V3,https://vignette.wikia.nocookie.net/marvel_dc/images/0/02/Action_Comics_Vol_1_897_Textless.jpg/revision/latest/scale-to-width-down/333?cb=20130425172232,FALSE,winless,winless,mean,scary,bold,mean,evil,scheming,buff,old,ugly
3D3B8GE89288ZWCADB2GWXANMG6P9J,A2ZBF21EY9RUNX,https://vignette.wikia.nocookie.net/marvel_dc/images/c/cf/Guy_Gardner_004.jpg/revision/latest/scale-to-width-down/322?cb=20090804144141,FALSE,injunct,injunct,power,,,majestic,powerful,determined,tall,man,magical
3D3B8GE89288ZWCADB2GWXANMG6P9J,A155V4M8U8MP46,https://vignette.wikia.nocookie.net/marvel_dc/images/c/cf/Guy_Gardner_004.jpg/revision/latest/scale-to-width-down/322?cb=20090804144141,TRUE,injunct,injunct,power,,,kind,courageous,agile,male,strong,green
3XH7ZM9YX2BTB9SPQ3651SA2NYUR9D,A2Y5XC6F1BYXS3,https://vignette.wikia.nocookie.net/marvel_dc/images/c/c3/Cyborg_0001.jpg/revision/latest/scale-to-width-down/332?cb=20130704172041,FALSE,epidemy,epidemy,,,,angry,evil,vengeful,muscular,inhuman,metallic
36FFXPMST95JT2ISWNDTKE3LVOIHOK,AY0INTNXKC6ZO,https://vignette.wikia.nocookie.net/marvel_dc/images/a/a3/Conner_Kent_001.jpg/revision/latest/scale-to-width-down/329?cb=20130702220009,TRUE,hotrods,hotrods,neutral,determined,serious,energetic,strong,active,muscular,tall,casual
33P2GD6NRN903BXDYVL0DXMCBJ8KH3,AY0INTNXKC6ZO,https://vignette.wikia.nocookie.net/marvel_dc/images/c/c2/Sgt_Rock_01.jpg/revision/latest/scale-to-width-down/324?cb=20080831051838,FALSE,busbars,busbars,angry,unhappy,upset,belligerent,aggressive,violent,militaristic,buff,strong
3K3IX1W4S68M4FMF5HGGSSL7SYOPAY,A2Y5XC6F1BYXS3,https://vignette.wikia.nocookie.net/marvel_dc/images/5/54/Tempest_0001.jpg/revision/latest/scale-to-width-down/328?cb=20051027194831,FALSE,assurge,assurge,,,,dark,brooding,powerful,flying,scarred,red
3K3IX1W4S68M4FMF5HGGSSL7SYOPAY,A3MAF5W7IGJTQS,https://vignette.wikia.nocookie.net/marvel_dc/images/5/54/Tempest_0001.jpg/revision/latest/scale-to-width-down/328?cb=20051027194831,FALSE,assurge,assurge,willing,bright,brave,intimidating,evil,rude,muscular,strong,tall
3LG268AV38NA65J6YEMRT6BDEVAERA,A2C1UPBEGUY9Y6,https://vignette.wikia.nocookie.net/marvel_dc/images/d/df/Metamorpho_010.jpg/revision/latest/scale-to-width-down/333?cb=20100601083313,FALSE,servage,servage,mean,corrupt,unlawful,illicit,corrupt,shady,foreign,strong,colorful
3LG268AV38NA65J6YEMRT6BDEVAERA,AAZY70DQJ5BFE,https://vignette.wikia.nocookie.net/marvel_dc/images/d/df/Metamorpho_010.jpg/revision/latest/scale-to-width-down/333?cb=20100601083313,FALSE,servage,servage,proud,angry,mean,brave,bold,,tall,strong,red
34HEO7RUG6B7GS2UI9K5XNLMTGCRAS,A3RQWVGJ1E0LLY,https://vignette.wikia.nocookie.net/marvel_dc/images/6/63/Zatanna_015.jpg/revision/latest/scale-to-width-down/333?cb=20100503050857,FALSE,requote,requote,,,,confident,aloof,brave,striking,fit,red
34HEO7RUG6B7GS2UI9K5XNLMTGCRAS,A2Y5XC6F1BYXS3,https://vignette.wikia.nocookie.net/marvel_dc/images/6/63/Zatanna_015.jpg/revision/latest/scale-to-width-down/333?cb=20100503050857,FALSE,requote,requote,,,,righteous,good,powerful,caped,glowing,red
3LCXHSGDLTNM7KJJD3MWJGG90XTESY,A3MAF5W7IGJTQS,https://vignette.wikia.nocookie.net/marvel_dc/images/4/41/Spectre_001.jpg/revision/latest/scale-to-width-down/318?cb=20051213085435,FALSE,mariola,mariola,mysterious,worried,scared,intimidating,evil,rude,muscular,green,white
3LCXHSGDLTNM7KJJD3MWJGG90XTESY,A2FXYB7WSH6AYI,https://vignette.wikia.nocookie.net/marvel_dc/images/4/41/Spectre_001.jpg/revision/latest/scale-to-width-down/318?cb=20051213085435,FALSE,mariola,mariola,tense,,,evil,determined,serious,serious,scary,imposing
34ZTTGSNJX5MEEV8B05X9JYLAP0HQS,A2C1UPBEGUY9Y6,https://vignette.wikia.nocookie.net/marvel_dc/images/2/28/Blue_Beetle_Ted_Kord_0001.jpg/revision/latest/scale-to-width-down/333?cb=20060117032048,FALSE,entheal,entheal,gutsy,bold,selfless,dauntless,courageous,daring,swinging,nimble,blue
34ZTTGSNJX5MEEV8B05X9JYLAP0HQS,ALPWT2JWPLXA1,https://vignette.wikia.nocookie.net/marvel_dc/images/2/28/Blue_Beetle_Ted_Kord_0001.jpg/revision/latest/scale-to-width-down/333?cb=20060117032048,FALSE,entheal,entheal,,,,courageous,helpful,active,athletic,blue,daring
3KA7IJSNW6MRNPR7BVGCN35DAG9PBT,A2FXYB7WSH6AYI,https://vignette.wikia.nocookie.net/marvel_dc/images/5/56/Doctor_Fate_0001.jpg/revision/latest/scale-to-width-down/302?cb=20110309053004,FALSE,herniae,herniae,,,,motivated,determined,serious,strong,powerful,imposing
3KA7IJSNW6MRNPR7BVGCN35DAG9PBT,A2Y5XC6F1BYXS3,https://vignette.wikia.nocookie.net/marvel_dc/images/5/56/Doctor_Fate_0001.jpg/revision/latest/scale-to-width-down/302?cb=20110309053004,FALSE,herniae,herniae,,,,powerful,ominous,,caped,masked,blue
373L46LKP7NWUHS3MVOLPA2ROBCKJ8,A2W264E55JO6V3,https://vignette.wikia.nocookie.net/marvel_dc/images/c/cd/Wesley_Dodds_0001.jpg/revision/latest/scale-to-width-down/320?cb=20130713132933,FALSE,panowie,panowie,anxious,sad,scared,mean,evil,scheming,clothed,masked,average
373L46LKP7NWUHS3MVOLPA2ROBCKJ8,A2VH5M7RLI6708,https://vignette.wikia.nocookie.net/marvel_dc/images/c/cd/Wesley_Dodds_0001.jpg/revision/latest/scale-to-width-down/320?cb=20130713132933,FALSE,panowie,panowie,harmful,scary,evil,vengeful,evil,clever,mysterious,human,tall
3LG268AV38NA65J6YEMRT6BDEVAREN,AUNCXP5YDEBH0,https://vignette.wikia.nocookie.net/marvel_dc/images/2/27/Darkseid_0005.jpg/revision/latest/scale-to-width-down/319?cb=20100423050933,FALSE,diarian,diarian,dark,evil,,mean,cold,destructive,hard,powerful,metallic
3LG268AV38NA65J6YEMRT6BDEVAREN,APICU54PD3JZF,https://vignette.wikia.nocookie.net/marvel_dc/images/2/27/Darkseid_0005.jpg/revision/latest/scale-to-width-down/319?cb=20100423050933,FALSE,diarian,diarian,nightmarish,intimidating,scary,tough,mean,unbreakable,menacing,shiny,buff
3126F2F5F8KPUS3RLMI2OBBYDDMPET,A2Y5XC6F1BYXS3,https://vignette.wikia.nocookie.net/marvel_dc/images/d/d8/Justice_League_Generation_Lost_Vol_1_18_Textless.jpg/revision/latest/scale-to-width-down/328?cb=20140103230358,FALSE,simblin,simblin,,,,angry,powerful,,muscular,naked,silver
3EQVJH0T402Z6UN0S4ZSEO98UWZHT6,A21CNDWV70DK3G,https://vignette.wikia.nocookie.net/marvel_dc/images/c/cc/John_Constantine_0010.jpg/revision/latest/scale-to-width-down/332?cb=20120227070728,TRUE,hobbian,hobbian,confused,disappointed,angry,sarcastic,inspective,serious,blond,man,well-dressed
3EQVJH0T402Z6UN0S4ZSEO98UWZHT6,A1P97PT7OUQHU4,https://vignette.wikia.nocookie.net/marvel_dc/images/c/cc/John_Constantine_0010.jpg/revision/latest/scale-to-width-down/332?cb=20120227070728,FALSE,hobbian,hobbian,scared,,,angry,evil,scheming,tall,red,
378G7J1SJLFFE10SX8WXG5JU6APEWD,A23441R746K5OU,https://vignette.wikia.nocookie.net/marvel_dc/images/6/64/Charles_McNider_%28New_Earth%29_003.png/revision/latest/scale-to-width-down/210?cb=20141229105717,FALSE,balboas,balboas,intimidating,fearful,,evil,smart,fearful,strong,cool,powerful
378G7J1SJLFFE10SX8WXG5JU6APEWD,A2W264E55JO6V3,https://vignette.wikia.nocookie.net/marvel_dc/images/6/64/Charles_McNider_%28New_Earth%29_003.png/revision/latest/scale-to-width-down/210?cb=20141229105717,FALSE,balboas,balboas,scary,negative,bad,cunning,evil,scheming,tough,masked,funny
33CLA8O0MIS2CJJ2TP6XBOWDQWPRF5,A2Y5XC6F1BYXS3,https://vignette.wikia.nocookie.net/marvel_dc/images/0/08/Starman_Ted_Knight_0003.jpg/revision/latest/scale-to-width-down/322?cb=20130502201424,FALSE,widgeon,widgeon,,,,wise,rapid,bold,flying,starred,red
33CLA8O0MIS2CJJ2TP6XBOWDQWPRF5,A2DIGKVLJWN955,https://vignette.wikia.nocookie.net/marvel_dc/images/0/08/Starman_Ted_Knight_0003.jpg/revision/latest/scale-to-width-down/322?cb=20130502201424,FALSE,widgeon,widgeon,,,,courageous,brave,bold,strong,buff,fast
3QREJ3J433E2P7G3PG0Y5PFJS0HKLA,A3MAF5W7IGJTQS,https://vignette.wikia.nocookie.net/marvel_dc/images/0/01/Lobo_036.jpg/revision/latest/scale-to-width-down/350?cb=20091018074554,FALSE,euectic,euectic,nervous,worried,scared,evil,rude,bad,dangerous,whimsical,
3QREJ3J433E2P7G3PG0Y5PFJS0HKLA,A2VH5M7RLI6708,https://vignette.wikia.nocookie.net/marvel_dc/images/0/01/Lobo_036.jpg/revision/latest/scale-to-width-down/350?cb=20091018074554,FALSE,euectic,euectic,menacing,scary,cruel,menacing,evil,dangerous,inhuman,wacky,big
3H781YYV6TZNMKWY23RMTLCV2G7ETN,A2W264E55JO6V3,https://vignette.wikia.nocookie.net/marvel_dc/images/0/0f/Steel_007.jpg/revision/latest/scale-to-width-down/333?cb=20150821164348,FALSE,sedilia,sedilia,anxious,scared,perilous,angry,evil,mean,floating,buff,steely
3H781YYV6TZNMKWY23RMTLCV2G7ETN,A2V5EHWCQVEH9K,https://vignette.wikia.nocookie.net/marvel_dc/images/0/0f/Steel_007.jpg/revision/latest/scale-to-width-down/333?cb=20150821164348,FALSE,sedilia,sedilia,harsh,fearful,hateable,mean,evil,sinister,strong,ugly,metallic
34R3P23QHSIRYBRUN94318G7YQHHWW,A2Y5XC6F1BYXS3,https://vignette.wikia.nocookie.net/marvel_dc/images/4/4a/Phantom_Stranger_05.jpg/revision/latest/scale-to-width-down/350?cb=20091019095502,FALSE,okonite,okonite,,,,evil,powerful,,caped,professional,blue
3ZVPAMTJWNK8QJFX49CFT9WPRBPRG4,A2VH5M7RLI6708,https://vignette.wikia.nocookie.net/marvel_dc/images/3/34/Captain_Marvel_0001.jpg/revision/latest/scale-to-width-down/325?cb=20150416155714,FALSE,comates,comates,strong,angry,determined,stubborn,powerful,heroic,huge,strong,manly
3ZVPAMTJWNK8QJFX49CFT9WPRBPRG4,A1P97PT7OUQHU4,https://vignette.wikia.nocookie.net/marvel_dc/images/3/34/Captain_Marvel_0001.jpg/revision/latest/scale-to-width-down/325?cb=20150416155714,FALSE,comates,comates,,,,caring,angry,powerful,strong,tough,
3IZPORCT1FQMQFA8OFUXE98Q6B2RH3,A2W264E55JO6V3,https://vignette.wikia.nocookie.net/marvel_dc/images/4/4d/Doom_Patrol_Vol_5_21_Textless_Cover.jpg/revision/latest/scale-to-width-down/333?cb=20151223185809,FALSE,feelies,feelies,angry,mean,scary,confused,tough,angry,golden,cool,buff
3TLFH2L6Y95VR4KI9JWLRK365DHT20,A2Y5XC6F1BYXS3,https://vignette.wikia.nocookie.net/marvel_dc/images/d/df/Jade_005.jpg/revision/latest/scale-to-width-down/325?cb=20100513012610,FALSE,bemuddy,bemuddy,,,,angry,determined,vengeful,muscular,costumed,green
3OYHVNTV5TFAVSJ028GQX6JDN5MKOR,AAZY70DQJ5BFE,https://vignette.wikia.nocookie.net/marvel_dc/images/7/7c/Swamp_Thing_1.jpg/revision/latest/scale-to-width-down/343?cb=20161027162044,TRUE,gluepot,gluepot,,,,scary,brave,bold,muscular,strong,green
31SIZS5W59WZ389B75HRNN0RXYYRQZ,A2Y5XC6F1BYXS3,https://vignette.wikia.nocookie.net/marvel_dc/images/4/48/Question_RM_01.jpg/revision/latest/scale-to-width-down/329?cb=20160303213657,FALSE,stallon,stallon,dread,,,dark,angry,mysterious,dark,strong,skinny
31SIZS5W59WZ389B75HRNN0RXYYRQZ,AUNCXP5YDEBH0,https://vignette.wikia.nocookie.net/marvel_dc/images/4/48/Question_RM_01.jpg/revision/latest/scale-to-width-down/329?cb=20160303213657,FALSE,stallon,stallon,power,,,mysterious,cool,sneaky,cool,sexy,agile
338431Z1FLWWIWWVSSPNYI5RIXGROR,A2AR3VBIMNRRJJ,https://vignette.wikia.nocookie.net/marvel_dc/images/7/74/Kilowog_011.jpg/revision/latest/scale-to-width-down/333?cb=20091101192824,FALSE,hexaxon,hexaxon,angry,forceful,determined,fiery,violent,rude,huge,brown,beastlike
3N5YJ55YXGKM1UA2P23OO3GCSJNNA0,A30VAVBAUXE301,https://vignette.wikia.nocookie.net/marvel_dc/images/7/72/Kara_Zor-El_003.jpg/revision/latest/scale-to-width-down/329?cb=20070708185332,TRUE,meatman,meatman,flying,,,strong,resolute,determined,blonde,curvy,white
3N2YPY1GI6F2ZC0N7YR1U30GZ1NEV3,A2Y5XC6F1BYXS3,https://vignette.wikia.nocookie.net/marvel_dc/images/f/f9/Hourman_Rex_Tyler_0001.jpg/revision/latest?cb=20051113063455,FALSE,backsaw,backsaw,,,,confident,humorous,fast,black,active,
3NCN4N1H1GYRK4FUVG3KJE0IA18NBV,A2W264E55JO6V3,https://vignette.wikia.nocookie.net/marvel_dc/images/a/a5/Poison_Ivy_0003.jpg/revision/latest/scale-to-width-down/329?cb=20140725172042,TRUE,waybird,waybird,mad,scary,sad,mean,scheming,catty,beautiful,green,
3NCN4N1H1GYRK4FUVG3KJE0IA18NBV,A1L6MX6JXHYK4W,https://vignette.wikia.nocookie.net/marvel_dc/images/a/a5/Poison_Ivy_0003.jpg/revision/latest/scale-to-width-down/329?cb=20140725172042,FALSE,waybird,waybird,,,,confident,,,verdant,green,feminine
34XASH8KLQ3N6GV42K6L1JG7MFDPMI,A2Y5XC6F1BYXS3,https://vignette.wikia.nocookie.net/marvel_dc/images/9/95/Vixen_0003.jpg/revision/latest/scale-to-width-down/333?cb=20120611055002,FALSE,crewing,crewing,,,,peaceful,cool,powerful,yellow,skinny,
38G0E1M85MMJO8X9XY66YLMJLPHVU1,A2ZBF21EY9RUNX,https://vignette.wikia.nocookie.net/marvel_dc/images/a/ab/Mister_Miracle_Scott_Free_0003.jpg/revision/latest/scale-to-width-down/350?cb=20091029025125,FALSE,roadite,roadite,safe,fearless,hopeful,calm,magical,heroic,caped,costumed,man
3DA79LNS59CKCMG1DJAQAU8YBRHT3B,A2W264E55JO6V3,https://vignette.wikia.nocookie.net/marvel_dc/images/0/05/Deadman_002.jpg/revision/latest/scale-to-width-down/349?cb=20091002040232,FALSE,voguish,voguish,anxious,sad,scared,mean,evil,chilling,deceased,ugly,red
3DA79LNS59CKCMG1DJAQAU8YBRHT3B,AAZY70DQJ5BFE,https://vignette.wikia.nocookie.net/marvel_dc/images/0/05/Deadman_002.jpg/revision/latest/scale-to-width-down/349?cb=20091002040232,FALSE,voguish,voguish,sad,,,scary,tired,creepy,dead,red,flexible
33IXYHIZB5ZT2L2LJO7QSY3523UE2V,A2W264E55JO6V3,https://vignette.wikia.nocookie.net/marveldatabase/images/f/f1/Amazing_Spider-Man_Vol_3_1_Granov_Variant_Textless.jpg/revision/latest/scale-to-width-down/333?cb=20140316144029,TRUE,bepaper,bepaper,safe,happy,positive,brave,bold,heroic,fit,suited,red
33IXYHIZB5ZT2L2LJO7QSY3523UE2V,A2Y5XC6F1BYXS3,https://vignette.wikia.nocookie.net/marveldatabase/images/f/f1/Amazing_Spider-Man_Vol_3_1_Granov_Variant_Textless.jpg/revision/latest/scale-to-width-down/333?cb=20140316144029,TRUE,bepaper,bepaper,,,,brave,rapid,young,slender,red,
33IXYHIZB5ZT2L2LJO7QSY3523UE2V,A1P97PT7OUQHU4,https://vignette.wikia.nocookie.net/marveldatabase/images/f/f1/Amazing_Spider-Man_Vol_3_1_Granov_Variant_Textless.jpg/revision/latest/scale-to-width-down/333?cb=20140316144029,TRUE,bepaper,bepaper,safe,happy,,cute,timid,friendly,thin,lean,fast
35U0MRQMUJOOB3DC1CUXZFUU33TOVH,A3MAF5W7IGJTQS,https://vignette.wikia.nocookie.net/marveldatabase/images/b/b1/Captain_America_Vol_6_2_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20110719042719,FALSE,peroral,peroral,safe,strong,powerful,nice,kind,good,white,blue,red
35U0MRQMUJOOB3DC1CUXZFUU33TOVH,AY0INTNXKC6ZO,https://vignette.wikia.nocookie.net/marveldatabase/images/b/b1/Captain_America_Vol_6_2_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20110719042719,TRUE,peroral,peroral,angry,determined,serious,patriotic,loyal,defensive,patriotic,athletic,fit
35U0MRQMUJOOB3DC1CUXZFUU33TOVH,A2W264E55JO6V3,https://vignette.wikia.nocookie.net/marveldatabase/images/b/b1/Captain_America_Vol_6_2_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20110719042719,TRUE,peroral,peroral,happy,content,positive,brave,bold,heroic,strong,buff,american
3UAU495MII9OYOOCWMKS3TSBPWKOUS,A2Y5XC6F1BYXS3,https://vignette.wikia.nocookie.net/marveldatabase/images/e/e7/Iron_Man_Vol_4_6_Textless.jpg/revision/latest/scale-to-width-down/333?cb=20100309183023,TRUE,brulyie,brulyie,,,,intelligent,focused,aggressive,armoured,masked,armed
3UAU495MII9OYOOCWMKS3TSBPWKOUS,A3CHZTDYHQVADE,https://vignette.wikia.nocookie.net/marveldatabase/images/e/e7/Iron_Man_Vol_4_6_Textless.jpg/revision/latest/scale-to-width-down/333?cb=20100309183023,FALSE,brulyie,brulyie,mechanic,neutral,,stone-cold,angry,neutral,strong,metallic,flexible
3UAU495MII9OYOOCWMKS3TSBPWKOUS,A2N74CHUQ5T60G,https://vignette.wikia.nocookie.net/marveldatabase/images/e/e7/Iron_Man_Vol_4_6_Textless.jpg/revision/latest/scale-to-width-down/333?cb=20100309183023,TRUE,brulyie,brulyie,excited,power,,strong,smart,powerful,strong,armored,
3P888QFVX3BW6VHVFD0NTSVMMBEQOP,A2Y5XC6F1BYXS3,https://vignette.wikia.nocookie.net/marveldatabase/images/5/55/Immortal_Hulk_Vol_1_1_Crain_Variant_Textless.jpg/revision/latest/scale-to-width-down/323?cb=20180320235445,TRUE,intrigo,intrigo,,,,misunderstood,dark,angry,strong,large,destructive
3P888QFVX3BW6VHVFD0NTSVMMBEQOP,A2W264E55JO6V3,https://vignette.wikia.nocookie.net/marveldatabase/images/5/55/Immortal_Hulk_Vol_1_1_Crain_Variant_Textless.jpg/revision/latest/scale-to-width-down/323?cb=20180320235445,TRUE,intrigo,intrigo,angry,mean,destructive,angry,mean,dangerous,muscular,hulking,gigantic
3P888QFVX3BW6VHVFD0NTSVMMBEQOP,A1P97PT7OUQHU4,https://vignette.wikia.nocookie.net/marveldatabase/images/5/55/Immortal_Hulk_Vol_1_1_Crain_Variant_Textless.jpg/revision/latest/scale-to-width-down/323?cb=20180320235445,TRUE,intrigo,intrigo,,,,angry,mean,scary,sweet,caring,moody
3N7PQ0KLI56IN3Y4NOLVB88X8HUE36,AY0INTNXKC6ZO,https://vignette.wikia.nocookie.net/marveldatabase/images/8/88/Fantastic_Four_Vol_6_1_Human_Torch_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20180523100956,TRUE,beaners,beaners,angry,displeased,serious,hotheaded,fiery,strong,muscular,hot,red
3N7PQ0KLI56IN3Y4NOLVB88X8HUE36,AVR45JLAQN5ZC,https://vignette.wikia.nocookie.net/marveldatabase/images/8/88/Fantastic_Four_Vol_6_1_Human_Torch_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20180523100956,TRUE,beaners,beaners,brave,,,angry,helpful,,burning,strong,flaming
3N7PQ0KLI56IN3Y4NOLVB88X8HUE36,A30VAVBAUXE301,https://vignette.wikia.nocookie.net/marveldatabase/images/8/88/Fantastic_Four_Vol_6_1_Human_Torch_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20180523100956,TRUE,beaners,beaners,,,,unpredictable,rough,impulsive,muscular,tall,strong
31ANT7FQN8JXLSCAR8HUB83UETDH5F,A2VH5M7RLI6708,https://vignette.wikia.nocookie.net/marveldatabase/images/3/30/Henry_McCoy_%28Earth-616%29_from_Uncanny_Inhumans_Vol_1_1_001.png/revision/latest/scale-to-width-down/350?cb=20151031183705,FALSE,plugmen,plugmen,powerful,daunting,neutral,misunderstood,resourceful,,big,furry,
31ANT7FQN8JXLSCAR8HUB83UETDH5F,A1P97PT7OUQHU4,https://vignette.wikia.nocookie.net/marveldatabase/images/3/30/Henry_McCoy_%28Earth-616%29_from_Uncanny_Inhumans_Vol_1_1_001.png/revision/latest/scale-to-width-down/350?cb=20151031183705,FALSE,plugmen,plugmen,power,scared,,tough,angry,mad,hairy,scary,big
31ANT7FQN8JXLSCAR8HUB83UETDH5F,A2Y5XC6F1BYXS3,https://vignette.wikia.nocookie.net/marveldatabase/images/3/30/Henry_McCoy_%28Earth-616%29_from_Uncanny_Inhumans_Vol_1_1_001.png/revision/latest/scale-to-width-down/350?cb=20151031183705,FALSE,plugmen,plugmen,,,,misunderstood,smart,,furry,,
3TTPFEFXCT1T4WCOWRRZ3EHUAOOH6V,A1L6MX6JXHYK4W,https://vignette.wikia.nocookie.net/marveldatabase/images/3/39/Fantastic_Four_Vol_6_1_Invisible_Woman_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20180627181622,FALSE,ropeman,ropeman,excited,happy,content,confident,dominant,cool,sexy,blonde,blue
3TTPFEFXCT1T4WCOWRRZ3EHUAOOH6V,A2W264E55JO6V3,https://vignette.wikia.nocookie.net/marveldatabase/images/3/39/Fantastic_Four_Vol_6_1_Invisible_Woman_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20180627181622,FALSE,ropeman,ropeman,chill,happy,content,cool,brave,bold,fit,blonde,pretty
3TTPFEFXCT1T4WCOWRRZ3EHUAOOH6V,A3MAF5W7IGJTQS,https://vignette.wikia.nocookie.net/marveldatabase/images/3/39/Fantastic_Four_Vol_6_1_Invisible_Woman_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20180627181622,FALSE,ropeman,ropeman,angry,worried,neutral,icy,mean,evil,blue,white,
3HEM8MA6H9TERVTWUDD2IS0CWGAQP6,APX5J4BSY8X98,https://vignette.wikia.nocookie.net/marveldatabase/images/8/85/Avengers_Vol_8_9_Textless.jpg/revision/latest/scale-to-width-down/328?cb=20180724230616,FALSE,niching,niching,intense,powerful,serious,handsome,dark,godlike,barefoot,lean,pale
3HEM8MA6H9TERVTWUDD2IS0CWGAQP6,APICU54PD3JZF,https://vignette.wikia.nocookie.net/marveldatabase/images/8/85/Avengers_Vol_8_9_Textless.jpg/revision/latest/scale-to-width-down/328?cb=20180724230616,FALSE,niching,niching,protective,introspective,determined,strong,brooding,powerful,tall,pale,chiseled
3HEM8MA6H9TERVTWUDD2IS0CWGAQP6,A2ZBF21EY9RUNX,https://vignette.wikia.nocookie.net/marveldatabase/images/8/85/Avengers_Vol_8_9_Textless.jpg/revision/latest/scale-to-width-down/328?cb=20180724230616,FALSE,niching,niching,determinism,cold,,intense,determined,heroic,strong,young,caucasian
34R0BODSP1GL1IL8179OQ56HMDLE5W,AHJ6UEG2YC0Q3,https://vignette.wikia.nocookie.net/marveldatabase/images/5/5c/Amazing_Spider-Man_Vol_5_1_ComicBookRealm.com_Exclusive_Virgin_Variant.jpg/revision/latest/scale-to-width-down/325?cb=20180808005051,FALSE,sunbird,sunbird,joyful,happy,neutral,nice,affectionate,empathetic,young,pretty,skinny
