hit_id,worker_id,image_url,seen,prompt,type_test,emot0,emot1,emot2,pers0,pers1,pers2,phys0,phys1,phys2
3BAKUKE49JTH7YZ4PE1NNR8AYP1R1H,A6T77NZT2OVOX,https://vignette.wikia.nocookie.net/marveldatabase/images/e/ed/Kavita_Rao_%28Earth-616%29_from_Uncanny_X-Men_Vol_2_5_0001.png/revision/latest/scale-to-width-down/350?cb=20140115095947,False,actuals,actuals,scared,intimidated,skeptical,evil,aggressive,smart,alluring,beautiful,diverse
3BC9H1KCYWTJ50RT0XI2ODR1XPPYWP,ARA1SVR85THFP,https://vignette.wikia.nocookie.net/marveldatabase/images/3/3a/Civil_War_II_Choosing_Sides_Vol_1_1_Shalvey_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20160617065433,True,gnathic,gnathic,stoic,,,fearless,heroic,,stealthy,black,
3BDORL6HKMU1U1925BQ74NR12MSRC7,A3IJNWM14T6CN7,https://vignette.wikia.nocookie.net/marveldatabase/images/d/dc/Jean_DeWolff_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Spider-Man_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/195?cb=20170402041237,False,barnard,barnard,strong,serious,helpful,strong,serious,helpful,strong,serious,
3BDORL6HKMU1U1925BQ74NR12MSRC7,APKO12PP5J5LW,https://vignette.wikia.nocookie.net/marveldatabase/images/d/dc/Jean_DeWolff_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Spider-Man_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/195?cb=20170402041237,False,barnard,barnard,scared,seething,selfish,courageous,persistent,funny,blue-eyed,stylish,tall
3BFF0DJK8ZTUHXBQ6ML2J7W1CABSTF,A3BVSTEODKSODS,https://vignette.wikia.nocookie.net/marveldatabase/images/4/47/Blake_Tower_%28Earth-616%29_from_Sensational_She-Hulk_Vol_1_4_0001.jpg/revision/latest?cb=20150916130103,False,budders,budders,fearful,worried,grim,worried,angry,distressed,male,blonde,
3BFF0DJK8ZTUHXBQ6ML2J7W1CABSTF,A3DFNUPB6VEJNS,https://vignette.wikia.nocookie.net/marveldatabase/images/4/47/Blake_Tower_%28Earth-616%29_from_Sensational_She-Hulk_Vol_1_4_0001.jpg/revision/latest?cb=20150916130103,False,budders,budders,scared,confused,thoughtful,evil,sneaky,pensive,tall,pained,blonde
3BO3NEOQM2Y08N9LVA07K00MFNOIAS,A3UNY9FSBWUFRX,https://vignette.wikia.nocookie.net/marveldatabase/images/6/61/X-Men_Red_Vol_1_6_Textless.jpg/revision/latest/scale-to-width-down/323?cb=20180419074741,False,undowny,undowny,calculating,unruffled,,steady,unwavering,determined,fierce,strong,electrifying
3BPP3MA3TE15O1Y3WIZ68ZI5H6GLE4,A3TMU2RBQ3Y7F6,https://vignette.wikia.nocookie.net/marveldatabase/images/d/d1/Eliot_Franklin_%28Clown%29_%28Earth-616%29_from_Hulk_Vol_3_15.jpg/revision/latest?cb=20150305012135,False,sansara,sansara,happy,interested,excited,adventurous,sporty,secure,tan,fit,male
3C8QQOM6JRIH460PS1PXTEGX9ZNLID,A35PG6HAKKTRV2,https://vignette.wikia.nocookie.net/marveldatabase/images/4/4d/Vanessa_Carlysle_%28Earth-616%29_from_Deadpool_Vol_1_51.png/revision/latest/scale-to-width-down/206?cb=20141103181549,False,opposal,opposal,,,,sexy,confident,strong,,,
3C8QQOM6JRIH460PS1PXTEGX9ZNLID,A3IJNWM14T6CN7,https://vignette.wikia.nocookie.net/marveldatabase/images/4/4d/Vanessa_Carlysle_%28Earth-616%29_from_Deadpool_Vol_1_51.png/revision/latest/scale-to-width-down/206?cb=20141103181549,False,opposal,opposal,serious,calm,helpful,serious,calm,helpful,pretty,beautiful,
3CMV9YRYP5IDZHKVAJAX5FVXMECLJP,APKO12PP5J5LW,https://vignette.wikia.nocookie.net/marveldatabase/images/0/0e/Brian_Falsworth_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Vol_4_8_0001.jpg/revision/latest/scale-to-width-down/187?cb=20061216193601,False,piebald,piebald,tearful,jubilant,serene,dynamic,observant,,strong,muscular,heavy
3D0LPO3EADGB0RIR9BRS7JEFUNQYOD,ARA1SVR85THFP,https://vignette.wikia.nocookie.net/marveldatabase/images/6/64/Robert_Herman_%28Earth-616%29_from_Extraordinary_X-Men_Vol_1_8_001.jpg/revision/latest/scale-to-width-down/350?cb=20160701114614,False,plectra,plectra,perverse,scary,abject,evil,horrible,angry,,,
3D1TUISJWKHKNWNJ1FHYK1CGMQGIU4,A3IJNWM14T6CN7,https://vignette.wikia.nocookie.net/marveldatabase/images/e/e3/Molly_Hayes_%28Earth-616%29_by_Kris_Anka_001.jpg/revision/latest/scale-to-width-down/333?cb=20171201111040,False,trintle,trintle,happy,calm,kind,happy,helpful,kind,happy,cute,kind
3D1TUISJWKHKNWNJ1FHYK1CGMQGIU4,A2IDEAHVELNWTH,https://vignette.wikia.nocookie.net/marveldatabase/images/e/e3/Molly_Hayes_%28Earth-616%29_by_Kris_Anka_001.jpg/revision/latest/scale-to-width-down/333?cb=20171201111040,False,trintle,trintle,,,,happy,mischievous,jocular,playful,weak,young
3D42WVSDHACHUE5YA882KP512MZFY8,A1QQNQN745J3M9,https://vignette.wikia.nocookie.net/marveldatabase/images/f/f6/Silhouette_Chord_%28Earth-616%29_from_New_Warriors_5_7_0001.png/revision/latest?cb=20140704083626,False,baizing,baizing,strong,smart,quizzical,strong,wise,powerful,fit,strong,sexy
3D5G8J4N5CLA9PSU0HQ7UUG8BE5VTN,A3IJNWM14T6CN7,https://vignette.wikia.nocookie.net/marveldatabase/images/1/1d/Vashti001.jpg/revision/latest?cb=20080518170417,False,cajoler,cajoler,dazed,sad,serious,dazed,sad,serious,dazed,sad,intoxicated
3D5G8J4N5CLA9PSU0HQ7UUG8BE5VTN,A3AFCDW3U7MKFB,https://vignette.wikia.nocookie.net/marveldatabase/images/1/1d/Vashti001.jpg/revision/latest?cb=20080518170417,False,cajoler,cajoler,tired,confused,frustrated,witty,wise,,wrinkly,old,blue
3D7VY91L67ERNG44M3YV74R9EETMB7,APKO12PP5J5LW,https://vignette.wikia.nocookie.net/marveldatabase/images/d/dd/Kristoff_Vernard_%28Earth-616%29_from_New_Avengers_Vol_3_24_001.jpg/revision/latest/scale-to-width-down/350?cb=20170129225648,False,haiduck,haiduck,hostile,harassed,kind,passionate,reliable,persistent,violent,unusual,stormy
3D7VY91L67ERNG44M3YV74R9EETMB7,A3IJNWM14T6CN7,https://vignette.wikia.nocookie.net/marveldatabase/images/d/dd/Kristoff_Vernard_%28Earth-616%29_from_New_Avengers_Vol_3_24_001.jpg/revision/latest/scale-to-width-down/350?cb=20170129225648,False,haiduck,haiduck,lonely,isolated,serious,lonely,isolated,serious,lonely,isolated,serious
3DA79LNS5BCQXGQBG7K1BZOPKUCT3O,A3UNY9FSBWUFRX,https://vignette.wikia.nocookie.net/marveldatabase/images/6/65/Jill_Stacy_%28Earth-616%29.jpg/revision/latest/scale-to-width-down/244?cb=20100314192746,False,lulavim,lulavim,thinking,serious,nervous,intuitive,uncertain,emotional,youthful,beautiful,voluptuous
3DA79LNS5BCQXGQBG7K1BZOPKUCT3O,AJ6EHNV0RNEK6,https://vignette.wikia.nocookie.net/marveldatabase/images/6/65/Jill_Stacy_%28Earth-616%29.jpg/revision/latest/scale-to-width-down/244?cb=20100314192746,False,lulavim,lulavim,worried,nervous,distraught,intuitive,cautious,careful,fit,feminine,fashionable
3E24UO25Q179H78L3SW0OSUMVDXO63,A3BVSTEODKSODS,https://vignette.wikia.nocookie.net/marveldatabase/images/9/97/Samuel_Smithers_%28Earth-616%29_from_All-New%2C_All-Different_Avengers_Vol_1_8.jpg/revision/latest/scale-to-width-down/350?cb=20170916145411,False,werecat,werecat,dread,,,combative,strong,menacing,big,green,
3E9VAUV7BYVMYNOQZSMA6OUA56MYAE,A2IDEAHVELNWTH,https://vignette.wikia.nocookie.net/marveldatabase/images/6/65/Norman_Harold_Osborn_%28Earth-616%29_from_Superior_Spider-Man_Vol_1_31_001.PNG/revision/latest?cb=20161008223740,False,kinkier,kinkier,,,,sad,mysterious,,small,weak,jittery
3ECKRY5B1SD19VHT72G61TRVO8VIZT,A3BVSTEODKSODS,https://vignette.wikia.nocookie.net/marveldatabase/images/2/26/Irene_Adler_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Vol_4_7.jpg/revision/latest/scale-to-width-down/245?cb=20130719234650,False,boomers,boomers,dread,,,harsh,cold,remote,tall,robed,blue
3EQVJH0T4225ROXAVS93FTPZ3ZUTHV,AW8JVJQNLTXND,https://vignette.wikia.nocookie.net/marveldatabase/images/7/71/Thunderbolts_Vol_1_5_page_07_Dallas_Riordan_%28Earth-616%29.jpg/revision/latest/scale-to-width-down/350?cb=20101203070720,False,neddies,neddies,tough,strong-willed,hesitant,brainy,confident,smart,fit,athletic,strong
3EQVJH0T4225ROXAVS93FTPZ3ZUTHV,APKO12PP5J5LW,https://vignette.wikia.nocookie.net/marveldatabase/images/7/71/Thunderbolts_Vol_1_5_page_07_Dallas_Riordan_%28Earth-616%29.jpg/revision/latest/scale-to-width-down/350?cb=20101203070720,False,neddies,neddies,happy,lonely,,boastful,ambitious,arrogant,fair,tall,
3FK4G712NZHT2XYBHMGC920FARXSSQ,A3IJNWM14T6CN7,https://vignette.wikia.nocookie.net/marveldatabase/images/5/5d/Venom_Super_Special_Vol_1_1_page_50_Martha_Connors_%28Earth-616%29.jpg/revision/latest/scale-to-width-down/257?cb=20100710075106,False,gypster,gypster,happy,calm,kind,happy,calm,kind,strong,welcoming,pretty
3FK4G712NZHT2XYBHMGC920FARXSSQ,APKO12PP5J5LW,https://vignette.wikia.nocookie.net/marveldatabase/images/5/5d/Venom_Super_Special_Vol_1_1_page_50_Martha_Connors_%28Earth-616%29.jpg/revision/latest/scale-to-width-down/257?cb=20100710075106,False,gypster,gypster,bitter,fresh,heavy,affable,amiable,agreeable,muscular,slim,curvy
3FO95NVK5EHH1IYY2XG7JSVJOPESR2,APKO12PP5J5LW,https://vignette.wikia.nocookie.net/marveldatabase/images/4/4b/Nebula_%28Earth-616%29_from_Asgardians_of_the_Galaxy_Vol_1_2_cover_001.jpg/revision/latest/scale-to-width-down/297?cb=20190204173218,False,trimmed,trimmed,loving,jealous,mysterious,loyal,energetic,,fat,flabby,curvy
3FTID4TN8NF3U6FUWJB0F2ALZILYLW,A1THSBWV04YAIK,https://vignette.wikia.nocookie.net/marveldatabase/images/d/da/Maya_Lopez_%28Earth-616%29.jpg/revision/latest?cb=20090712140806,False,renting,renting,,,,proud,snobbish,arrogant,strong,athletic,beautiful
3FTID4TN8NF3U6FUWJB0F2ALZILYLW,APKO12PP5J5LW,https://vignette.wikia.nocookie.net/marveldatabase/images/d/da/Maya_Lopez_%28Earth-616%29.jpg/revision/latest?cb=20090712140806,False,renting,renting,caring,bold,blissful,tender,self-confident,stubborn,angled,beautiful,peaceful
3FTID4TN8NF3U6FUWJB0F2ALZILYLW,A2IZN6YFSP7YQ9,https://vignette.wikia.nocookie.net/marveldatabase/images/d/da/Maya_Lopez_%28Earth-616%29.jpg/revision/latest?cb=20090712140806,False,renting,renting,overpowering,astonishing,aggressive,diligent,ambitious,,fierce,focused,proud
3FULMHZ7OWE72HJV7OO8ZQL34MCM41,AMD5KDWO4WX8Z,https://vignette.wikia.nocookie.net/marveldatabase/images/0/08/John_Horton_%28Earth-616%29.JPG/revision/latest?cb=20120116023413,False,lomenta,lomenta,,,,angry,stubborn,,fierce,angry,intimidating
3G3AJKPCXN97WY89QRCJTL8ADWQY43,A29V3LDV8VOM0K,https://vignette.wikia.nocookie.net/marveldatabase/images/4/40/Bethany_Cabe_%28Earth-616%29_from_Tony_Stark_Iron_Man_Vol_1_2_001.jpg/revision/latest/scale-to-width-down/188?cb=20180724011350,False,dickeys,dickeys,hostile,argumentative,,annoyed,angry,irritated,stern,average,female
3G9UA71JVXBEKWVT6P9NMADWRU7J7E,A2F0H1QFK7X0N4,https://vignette.wikia.nocookie.net/marveldatabase/images/e/e6/Rachel_van_Helsing_%28Earth-616%29_from_Vampires_The_Marvel_Undead_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/204?cb=20160823224108,False,dadaist,dadaist,,,,competent,righteous,strong-willed,hip,beautiful,young
3GV1I4SEOB61BM5OQ0G8WBQS08SL6J,ARA1SVR85THFP,https://vignette.wikia.nocookie.net/marveldatabase/images/1/1d/Plan_Chu_%28Earth-616%29_from_Agents_of_Atlas_Vol_1_6_0001.jpg/revision/latest/scale-to-width-down/259?cb=20170129083714,False,coppers,coppers,wary,dubious,,charismatic,manipulative,untrustworthy,evil,chinese,
3GV1I4SEOB61BM5OQ0G8WBQS08SL6J,APKO12PP5J5LW,https://vignette.wikia.nocookie.net/marveldatabase/images/1/1d/Plan_Chu_%28Earth-616%29_from_Agents_of_Atlas_Vol_1_6_0001.jpg/revision/latest/scale-to-width-down/259?cb=20170129083714,False,coppers,coppers,manic,jealous,ignorant,eager,curious,arrogant,dangerous,yellow,
3GV1I4SEOB61BM5OQ0G8WBQS08SL6J,A2F0S6QNBSHCNK,https://vignette.wikia.nocookie.net/marveldatabase/images/1/1d/Plan_Chu_%28Earth-616%29_from_Agents_of_Atlas_Vol_1_6_0001.jpg/revision/latest/scale-to-width-down/259?cb=20170129083714,True,coppers,coppers,fearful,scary,cunning,sly,crafty,cunning,dark,slim,middle-aged
3GVPRXWRPJBIPLBNO7ONA9YWEFII71,A1OZMT7ZSRH9BC,https://vignette.wikia.nocookie.net/marveldatabase/images/e/e4/Arkady_Rossovich_%28Earth-616%29_from_Weapon_X_Vol_3_18_cover_001.jpg/revision/latest/scale-to-width-down/350?cb=20180505232453,False,dragoon,dragoon,angry,serious,ambitious,strong,confident,loud,muscular,long-haired,
3GVPRXWRPJBIPLBNO7ONA9YWEFII71,A84GVD9FRSUI1,https://vignette.wikia.nocookie.net/marveldatabase/images/e/e4/Arkady_Rossovich_%28Earth-616%29_from_Weapon_X_Vol_3_18_cover_001.jpg/revision/latest/scale-to-width-down/350?cb=20180505232453,False,dragoon,dragoon,,,,bad,powerful,,red,ugly,strong
3H781YYV6VZT7E685R1XUQSMBJ2TEF,ARA1SVR85THFP,https://vignette.wikia.nocookie.net/marveldatabase/images/5/5e/New_Mutants_Vol_3_21_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20111202164532,False,cobbier,cobbier,,,,vengeful,angry,determined,large,hairy,powerful
3HEADTGN2R9XTAF2WSLCUFFQNT8VRA,A3K3I4WJ3RD51I,https://vignette.wikia.nocookie.net/marveldatabase/images/a/a9/Attuma_%28Earth-616%29_from_Marvel_War_of_Heroes_001.jpg/revision/latest/scale-to-width-down/305?cb=20140812001935,False,hushaby,hushaby,,,,confident,stubborn,,ancient,intimidating,foreboding
3HEADTGN2R9XTAF2WSLCUFFQNT8VRA,A1RAOK15WQQSQO,https://vignette.wikia.nocookie.net/marveldatabase/images/a/a9/Attuma_%28Earth-616%29_from_Marvel_War_of_Heroes_001.jpg/revision/latest/scale-to-width-down/305?cb=20140812001935,False,hushaby,hushaby,,,,regal,determined,mighty,strong,alien,blue
3HEM8MA6HBTKCP36X1NDJXG35J5QPJ,A3IJNWM14T6CN7,https://vignette.wikia.nocookie.net/marveldatabase/images/c/ca/William_Lumpkin_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Vol_3_4_001.jpg/revision/latest/scale-to-width-down/295?cb=20160823043334,False,isatide,isatide,happy,helpful,,friendly,open,kind,friendly,old,helpful
3HEM8MA6HBTKCP36X1NDJXG35J5QPJ,A3UNY9FSBWUFRX,https://vignette.wikia.nocookie.net/marveldatabase/images/c/ca/William_Lumpkin_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Vol_3_4_001.jpg/revision/latest/scale-to-width-down/295?cb=20160823043334,False,isatide,isatide,happy,nice,considerate,friendly,interested,cheerful,spunky,strong,old
3HJ1EVZS2Q0DH1DJCIF6BKN7W9FR39,A1X9X6JCC0UEKM,https://vignette.wikia.nocookie.net/marveldatabase/images/8/83/Stranger_%28Cosmic_Being%29_%28Earth-616%29_from_Howard_the_Duck_Vol_6_3_001.jpg/revision/latest/scale-to-width-down/308?cb=20160102080157,False,outrock,outrock,confident,,,sneaky,,,manly,muscular,mighty
3HJ1EVZS2Q0DH1DJCIF6BKN7W9FR39,A2HR7ZIX42FEPG,https://vignette.wikia.nocookie.net/marveldatabase/images/8/83/Stranger_%28Cosmic_Being%29_%28Earth-616%29_from_Howard_the_Duck_Vol_6_3_001.jpg/revision/latest/scale-to-width-down/308?cb=20160102080157,False,outrock,outrock,loyal,,,caring,masculine,,strong,old,handsome
3HXK2V1N4MWX7T8MS77PT648OM4G2R,ARA1SVR85THFP,https://vignette.wikia.nocookie.net/marveldatabase/images/a/ae/Zelda_DuBois_%28Earth-616%29_from_Punisher_War_Journal_Vol_2_4_0001.jpg/revision/latest/scale-to-width-down/162?cb=20081222012355,False,squaddy,squaddy,beguiling,untrustworthy,enchanting,capricious,seductive,dangerous,,,
3HXK2V1N4MWX7T8MS77PT648OM4G2R,A2N4XFRCBWHT3V,https://vignette.wikia.nocookie.net/marveldatabase/images/a/ae/Zelda_DuBois_%28Earth-616%29_from_Punisher_War_Journal_Vol_2_4_0001.jpg/revision/latest/scale-to-width-down/162?cb=20081222012355,False,squaddy,squaddy,sly,angry,cunning,seductive,menacing,dangerous,tempting,sexual,dark
3I4E7AFQ2MG1IUS0JSCOR65EGRYTJ0,A3IJNWM14T6CN7,https://vignette.wikia.nocookie.net/marveldatabase/images/a/a4/Ringo_Kid_%28Earth-616%29.jpg/revision/latest/scale-to-width-down/350?cb=20130621224745,False,subdure,subdure,vengeful,angry,,serious,bad,scary,dangerous,serious,deadly
3I6NF2WGIIDP6QR9AQ9NRD7K8WVG5S,A29V3LDV8VOM0K,https://vignette.wikia.nocookie.net/marveldatabase/images/b/ba/Secret_Empire_Vol_1_3_Villain_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20170509002538,False,bulbils,bulbils,,,,boisterous,unpredictable,loud,imposing,large,strong
3I7SHAD35OD4L41E9MMF225DVO2M7L,A2NGY0LAM66P0N,https://vignette.wikia.nocookie.net/marveldatabase/images/5/5f/Everett_Ross_%28Earth-616%29_from_Captain_America_Steve_Rogers_Vol_1_9_001.jpg/revision/latest/scale-to-width-down/325?cb=20170128031002,False,enchest,enchest,hard,unemotional,stoic,educated,pretentious,,ugly,unattractive,ginger
3I7SHAD35OD4L41E9MMF225DVO2M7L,AW8JVJQNLTXND,https://vignette.wikia.nocookie.net/marveldatabase/images/5/5f/Everett_Ross_%28Earth-616%29_from_Captain_America_Steve_Rogers_Vol_1_9_001.jpg/revision/latest/scale-to-width-down/325?cb=20170128031002,False,enchest,enchest,fearful,anxious,uncaring,unfriendly,unpleasant,,fit,healthy,mediocre
3IQ9O0AYW8G5NJ8U1AROF5QE3C9TIO,A3IJNWM14T6CN7,https://vignette.wikia.nocookie.net/marveldatabase/images/3/3c/Aarkus_%28Earth-616%29_from_All-New_Invaders_Vol_1_2_002.jpg/revision/latest/scale-to-width-down/338?cb=20161105185220,False,cremant,cremant,vindictive,angry,serious,vindictive,angry,serious,greenish,scary,weird
3IQ9O0AYW8G5NJ8U1AROF5QE3C9TIO,A35PG6HAKKTRV2,https://vignette.wikia.nocookie.net/marveldatabase/images/3/3c/Aarkus_%28Earth-616%29_from_All-New_Invaders_Vol_1_2_002.jpg/revision/latest/scale-to-width-down/338?cb=20161105185220,False,cremant,cremant,impotent,terrifying,nervous,vengeful,menacing,frightening,vindictive,angry,powerful
3IV1AEQ4DTUIKA0CGU1T0A9R2EDJ81,A3S1HOO27HM4Z6,https://vignette.wikia.nocookie.net/marveldatabase/images/6/63/Korg_%28Earth-616%29_00001.jpg/revision/latest/scale-to-width-down/349?cb=20131014191642,True,angioma,angioma,forcible,robust,powerful,strong,forceful,powerful,strong,muscular,mighty
3IVEC1GSLRG09AGRH9SEL0MJO87J1H,A2VCNB4XETPOT2,https://vignette.wikia.nocookie.net/marveldatabase/images/a/a4/Thunderbolts_Vol_3_10_Bagley_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20161007175826,False,genetic,genetic,,,,,,,muscular,hard,shapely
3IYI9285WUHKWDQPX6HY2W5AS5YJC7,APKO12PP5J5LW,https://vignette.wikia.nocookie.net/marveldatabase/images/5/5b/Maverick_north.jpg/revision/latest/scale-to-width-down/350?cb=20091103125508,False,agentry,agentry,grateful,eager,brave,admirable,irritable,hyperactive,glamorous,stormy,bad
3J06WJ78HP1PMHWJ5CQMVC4T8ZLVV3,A3NTSR7Z32TDOE,https://vignette.wikia.nocookie.net/marveldatabase/images/d/d7/Runaways_Vol_5_3_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20170822175800,False,teguria,teguria,courageous,peaceful,concentrated,quiet,loving,smart,skinny,fit,strong
3J6BHNX0UB9YY1TY4HQOJMZZ6YCNKS,A3S1HOO27HM4Z6,https://vignette.wikia.nocookie.net/marveldatabase/images/0/0b/Candy_Southern_%28Earth-616%29_from_X-Men_Vol_1_132_0001.jpg/revision/latest?cb=20061107130403,False,outdoor,outdoor,,,,sneaky,seductive,,happy,sexy,feminine
3J6BHNX0UB9YY1TY4HQOJMZZ6YCNKS,A7J80T5A0CI0J,https://vignette.wikia.nocookie.net/marveldatabase/images/0/0b/Candy_Southern_%28Earth-616%29_from_X-Men_Vol_1_132_0001.jpg/revision/latest?cb=20061107130403,False,outdoor,outdoor,curious,cautious,,sexy,manipulative,alluring,shapely,smiling,
3J6BHNX0UB9YY1TY4HQOJMZZ6YCNKS,A1OZMT7ZSRH9BC,https://vignette.wikia.nocookie.net/marveldatabase/images/0/0b/Candy_Southern_%28Earth-616%29_from_X-Men_Vol_1_132_0001.jpg/revision/latest?cb=20061107130403,False,outdoor,outdoor,happy,content,carefree,interesting,fun,outgoing,colorful,thin,pretty
3JGHED38EF84FLQSSPAQWXSK4YGY7N,AZVHLSUNF4YRH,https://vignette.wikia.nocookie.net/marveldatabase/images/a/aa/Eternals_Vol_4_3_Textless.jpg/revision/latest/scale-to-width-down/350?cb=20160902175701,False,turfmen,turfmen,,,,courageous,brave,unyielding,tough,female,pretty
3JGHED38EF84FLQSSPAQWXSK4YGY7N,ARA1SVR85THFP,https://vignette.wikia.nocookie.net/marveldatabase/images/a/aa/Eternals_Vol_4_3_Textless.jpg/revision/latest/scale-to-width-down/350?cb=20160902175701,False,turfmen,turfmen,honour,,,strong,fearless,,powerful,,
3JMNNNO3B3LT4FYM7CB7F9QWIAUW26,A3IJNWM14T6CN7,https://vignette.wikia.nocookie.net/marveldatabase/images/f/f7/Barnell_Bohusk_%28Earth-616%29_from_X-Men_Blue_Vol_1_26_001.jpg/revision/latest/scale-to-width-down/350?cb=20180611042721,False,jussory,jussory,happy,calm,kind,kind,serious,helpful,kind,serious,helpful
3JMQI2OLF1MQKVNOC041F949MPFDN5,ARA1SVR85THFP,https://vignette.wikia.nocookie.net/marveldatabase/images/3/39/Delroy_Garrett_Jr._%28Earth-616%29_from_Avengers_World_Vol_1_15_0001.png/revision/latest/scale-to-width-down/297?cb=20141120041434,True,eurasia,eurasia,,,,avenging,heroic,,red,fast,
3JYPJ2TAYKPNL0DXJLCJ7YCPYHWFPE,A3IJNWM14T6CN7,https://vignette.wikia.nocookie.net/marveldatabase/images/4/42/Ultimates_2_Vol_2_8_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20170321170347,False,decades,decades,vengeful,angry,hateful,hateful,angry,serious,vengeful,serious,scary
3K1H3NEY7NGKA362PWR6PPVCLDTDGX,A2VCNB4XETPOT2,https://vignette.wikia.nocookie.net/marveldatabase/images/e/e6/Mesmero_%28Vincent%29_%28Earth-616%29_from_X-Men_Gold_Vol_2_2_002.jpg/revision/latest/scale-to-width-down/249?cb=20170508231527,False,individ,individ,sad,gross,,mean,,,slimy,built,muscular
3K1H3NEY7NGKA362PWR6PPVCLDTDGX,A7G6TFAYTV2FC,https://vignette.wikia.nocookie.net/marveldatabase/images/e/e6/Mesmero_%28Vincent%29_%28Earth-616%29_from_X-Men_Gold_Vol_2_2_002.jpg/revision/latest/scale-to-width-down/249?cb=20170508231527,False,individ,individ,annoyed,,,suave,conceited,arrogant,muscular,ripped,bald
3K2CEDRACDIRJ2YLMPPG7YXVKLTTM4,A35PG6HAKKTRV2,https://vignette.wikia.nocookie.net/marveldatabase/images/f/fd/Blanche_Sitznski_%28Earth-616%29_from_Battle_Scars_Vol_1_3_0001.jpg/revision/latest/scale-to-width-down/240?cb=20120429204606,False,manlike,manlike,fearful,astonishing,respectful,authoritarian,demanding,powerful,female,,
3K2CEDRACDIRJ2YLMPPG7YXVKLTTM4,A3IJNWM14T6CN7,https://vignette.wikia.nocookie.net/marveldatabase/images/f/fd/Blanche_Sitznski_%28Earth-616%29_from_Battle_Scars_Vol_1_3_0001.jpg/revision/latest/scale-to-width-down/240?cb=20120429204606,False,manlike,manlike,fierce,strong,serious,fierce,strong,serious,fierce,strong,serious
3K2CEDRACDIRJ2YLMPPG7YXVKLTTM4,APKO12PP5J5LW,https://vignette.wikia.nocookie.net/marveldatabase/images/f/fd/Blanche_Sitznski_%28Earth-616%29_from_Battle_Scars_Vol_1_3_0001.jpg/revision/latest/scale-to-width-down/240?cb=20120429204606,False,manlike,manlike,worthless,uplifted,obsessive,complex,bold,aggressive,ugly,unfair,unfit
3KG2UQJ0ML5K94RTHMALF8B8544NQK,A35PG6HAKKTRV2,https://vignette.wikia.nocookie.net/marveldatabase/images/a/ac/Ken_Mack_%28Earth-616%29_from_Avengers_Academy_Vol_1_1_001.png/revision/latest/scale-to-width-down/238?cb=20100315201602,False,tamaroa,tamaroa,humorous,curious,nervous,motivated,silly,curious,strong,funny,powerful
3KG2UQJ0ML5K94RTHMALF8B8544NQK,A30OVNUJK38HZT,https://vignette.wikia.nocookie.net/marveldatabase/images/a/ac/Ken_Mack_%28Earth-616%29_from_Avengers_Academy_Vol_1_1_001.png/revision/latest/scale-to-width-down/238?cb=20100315201602,False,tamaroa,tamaroa,,,,savage,insane,crazy,muscular,scary,dark
3KG2UQJ0ML5K94RTHMALF8B8544NQK,A7G6TFAYTV2FC,https://vignette.wikia.nocookie.net/marveldatabase/images/a/ac/Ken_Mack_%28Earth-616%29_from_Avengers_Academy_Vol_1_1_001.png/revision/latest/scale-to-width-down/238?cb=20100315201602,False,tamaroa,tamaroa,sarcastic,confrontational,spiteful,ready,aware,energetic,red,skinless,muscular
3KTZHH2ONKW8LI6XJRELG218688M88,A3DFNUPB6VEJNS,https://vignette.wikia.nocookie.net/marveldatabase/images/6/6c/Lance_Bannon_%28Earth-616%29_from_The_Spectacular_Spider-Man_Vol_1_205_0001.jpg/revision/latest/scale-to-width-down/249?cb=20181121140500,False,bibelot,bibelot,fearful,wary,confused,evil,confused,good,happy,,
3KVQ0UJWPZ2L3CH9PVD5DGT82KLW57,AORSP6LVTLQUF,https://vignette.wikia.nocookie.net/marveldatabase/images/c/cc/Alani_Ryan_%28Earth-616%29_from_Fear_Itself_The_Deep_Vol_1_3_0001.png/revision/latest/scale-to-width-down/192?cb=20161211172829,False,gweducs,gweducs,strong,perky,energetic,aquatic,perky,energetic,brunette,female,
3KVQ0UJWPZ2L3CH9PVD5DGT82KLW57,APKO12PP5J5LW,https://vignette.wikia.nocookie.net/marveldatabase/images/c/cc/Alani_Ryan_%28Earth-616%29_from_Fear_Itself_The_Deep_Vol_1_3_0001.png/revision/latest/scale-to-width-down/192?cb=20161211172829,False,gweducs,gweducs,happy,wonderful,gentle,kind,giving,helpful,wavy,petite,plain
